UID,p0,p1,recipe,p0_valid_actions,p1_valid_actions,p0_total_actions,p1_total_actions,free_ride_index,alternation_rate
2025-08-19_06-43-53,Qwen3-4B,Qwen3-1.7B,baked_pumpkin_slices,0,0,0,0,0.000000,0.000000
2025-08-19_06-44-38,Qwen3-4B,Qwen3-1.7B,baked_pumpkin_slices,0,2,20,2,1.000000,0.000000
2025-08-19_06-56-45,Qwen3-4B,Qwen3-1.7B,baked_pumpkin_slices,0,2,2,2,1.000000,0.000000
2025-08-19_07-31-01,Qwen3-4B,Qwen3-1.7B,baked_pumpkin_slices,0,3,1,3,1.000000,0.000000
2025-08-19_07-32-56,Qwen3-4B,Qwen3-1.7B,baked_pumpkin_slices,0,2,1,2,1.000000,0.000000
2025-08-19_08-37-57,Qwen3-4B,Qwen3-32B,baked_pumpkin_slices,8,0,10,3,1.000000,0.000000
2025-08-19_08-51-10,Qwen3-4B,Qwen3-32B,baked_pumpkin_slices,1,7,4,17,0.750000,0.142857
2025-08-19_09-10-06,Qwen3-4B,Qwen3-32B,baked_pumpkin_slices,6,0,12,2,1.000000,0.000000
2025-08-19_09-21-40,Qwen3-4B,Qwen3-32B,baked_pumpkin_slices,8,0,8,1,1.000000,0.000000
2025-08-19_09-34-48,Qwen3-4B,Qwen3-32B,baked_pumpkin_slices,1,0,7,0,1.000000,0.000000
2025-08-19_09-39-07,Qwen3-4B,Qwen3-32B,baked_pumpkin_slices,1,7,4,9,0.750000,0.142857
2025-08-19_09-43-00,Qwen3-4B,Qwen3-32B,baked_pumpkin_slices,8,0,17,3,1.000000,0.000000
2025-08-19_10-00-55,Qwen3-4B,Qwen3-32B,baked_pumpkin_slices,1,0,5,0,1.000000,0.000000
2025-08-19_10-43-11,Qwen3-4B,Qwen3-32B,baked_pumpkin_slices,7,1,13,9,0.750000,0.285714
2025-08-19_11-01-52,Qwen3-4B,Qwen3-32B,baked_pumpkin_slices,1,0,1,0,1.000000,0.000000
2025-08-19_04-52-18,Qwen3-4B,Qwen3-4B,baked_pumpkin_slices,0,2,1,16,1.000000,0.000000
2025-08-19_04-55-50,Qwen3-4B,Qwen3-4B,baked_pumpkin_slices,0,2,2,6,1.000000,0.000000
2025-08-19_04-56-58,Qwen3-4B,Qwen3-4B,baked_pumpkin_slices,0,0,0,0,0.000000,0.000000
2025-08-19_04-57-24,Qwen3-4B,Qwen3-4B,baked_pumpkin_slices,0,3,2,5,1.000000,0.000000
2025-08-19_04-58-43,Qwen3-4B,Qwen3-4B,baked_pumpkin_slices,1,7,4,13,0.750000,0.142857
2025-08-19_05-02-22,Qwen3-4B,Qwen3-4B,baked_pumpkin_slices,5,3,12,10,0.250000,0.142857
2025-08-19_05-09-39,Qwen3-4B,Qwen3-4B,baked_pumpkin_slices,1,7,3,9,0.750000,0.142857
2025-08-19_05-11-30,Qwen3-4B,Qwen3-4B,baked_pumpkin_slices,1,0,5,0,1.000000,0.000000
2025-08-19_05-13-26,Qwen3-4B,Qwen3-4B,baked_pumpkin_slices,0,0,0,0,0.000000,0.000000
2025-08-19_05-14-01,Qwen3-4B,Qwen3-4B,baked_pumpkin_slices,0,2,2,4,1.000000,0.000000
2025-08-19_05-44-25,Qwen3-4B,Qwen3-8B,baked_pumpkin_slices,5,3,17,10,0.250000,0.142857
2025-08-19_05-50-26,Qwen3-4B,Qwen3-8B,baked_pumpkin_slices,0,0,0,0,0.000000,0.000000
2025-08-19_05-50-59,Qwen3-4B,Qwen3-8B,baked_pumpkin_slices,1,7,4,19,0.750000,0.142857
2025-08-19_05-58-32,Qwen3-4B,Qwen3-8B,baked_pumpkin_slices,1,7,8,15,0.750000,0.142857
2025-08-19_06-04-19,Qwen3-4B,Qwen3-8B,baked_pumpkin_slices,1,7,5,17,0.750000,0.142857
2025-08-19_06-10-32,Qwen3-4B,Qwen3-8B,baked_pumpkin_slices,1,7,6,9,0.750000,0.142857
2025-08-19_06-12-44,Qwen3-4B,Qwen3-8B,baked_pumpkin_slices,1,0,15,0,1.000000,0.000000
2025-08-19_06-15-44,Qwen3-4B,Qwen3-8B,baked_pumpkin_slices,0,0,0,0,0.000000,0.000000
2025-08-19_06-16-48,Qwen3-4B,Qwen3-8B,baked_pumpkin_slices,1,0,9,0,1.000000,0.000000
2025-08-19_06-22-54,Qwen3-4B,Qwen3-8B,baked_pumpkin_slices,1,7,6,9,0.750000,0.142857
2025-08-19_08-51-20,Qwen3-8B,Qwen3-14B,baked_pumpkin_slices,1,3,5,8,0.500000,0.333333
2025-08-19_09-18-08,Qwen3-8B,Qwen3-14B,baked_pumpkin_slices,8,0,12,4,1.000000,0.000000
2025-08-19_09-26-58,Qwen3-8B,Qwen3-14B,baked_pumpkin_slices,0,3,2,5,1.000000,0.000000
2025-08-19_09-32-59,Qwen3-8B,Qwen3-14B,baked_pumpkin_slices,1,0,3,0,1.000000,0.000000
2025-08-19_09-39-28,Qwen3-8B,Qwen3-14B,baked_pumpkin_slices,4,4,9,7,0.000000,0.571429
2025-08-19_09-53-45,Qwen3-8B,Qwen3-14B,baked_pumpkin_slices,1,0,9,0,1.000000,0.000000
2025-08-19_10-04-13,Qwen3-8B,Qwen3-14B,baked_pumpkin_slices,1,0,1,0,1.000000,0.000000
2025-08-19_10-18-21,Qwen3-8B,Qwen3-14B,baked_pumpkin_slices,1,0,3,0,1.000000,0.000000
2025-08-19_10-42-07,Qwen3-8B,Qwen3-14B,baked_pumpkin_slices,1,3,5,4,0.500000,0.333333
2025-08-19_11-18-50,Qwen3-8B,Qwen3-14B,baked_pumpkin_slices,0,6,2,6,1.000000,0.000000
2025-08-19_09-19-14,Qwen3-8B,Qwen3-1.7B,baked_pumpkin_slices,3,1,6,6,0.500000,0.333333
2025-08-19_09-27-37,Qwen3-8B,Qwen3-1.7B,baked_pumpkin_slices,0,2,2,2,1.000000,0.000000
2025-08-19_09-30-00,Qwen3-8B,Qwen3-1.7B,baked_pumpkin_slices,0,2,1,4,1.000000,0.000000
2025-08-19_10-08-21,Qwen3-8B,Qwen3-1.7B,baked_pumpkin_slices,0,1,0,3,1.000000,0.000000
2025-08-19_10-47-36,Qwen3-8B,Qwen3-1.7B,baked_pumpkin_slices,3,3,8,7,0.000000,0.200000
2025-08-19_11-19-44,Qwen3-8B,Qwen3-1.7B,baked_pumpkin_slices,7,1,17,8,0.750000,0.142857
2025-08-19_11-56-18,Qwen3-8B,Qwen3-1.7B,baked_pumpkin_slices,1,0,5,0,1.000000,0.000000
2025-08-19_11-57-46,Qwen3-8B,Qwen3-1.7B,baked_pumpkin_slices,0,1,0,3,1.000000,0.000000
2025-08-19_12-37-33,Qwen3-8B,Qwen3-1.7B,baked_pumpkin_slices,0,1,0,1,1.000000,0.000000
2025-08-19_13-23-23,Qwen3-8B,Qwen3-1.7B,baked_pumpkin_slices,7,1,10,5,0.750000,0.142857
2025-08-19_11-07-29,Qwen3-8B,Qwen3-32B,baked_pumpkin_slices,8,0,10,5,1.000000,0.000000
2025-08-19_11-28-38,Qwen3-8B,Qwen3-32B,baked_pumpkin_slices,1,0,27,0,1.000000,0.000000
2025-08-19_11-45-45,Qwen3-8B,Qwen3-32B,baked_pumpkin_slices,1,7,5,11,0.750000,0.142857
2025-08-19_11-52-00,Qwen3-8B,Qwen3-32B,baked_pumpkin_slices,6,2,10,10,0.500000,0.285714
2025-08-19_12-14-04,Qwen3-8B,Qwen3-32B,baked_pumpkin_slices,4,4,8,11,0.000000,0.428571
2025-08-19_12-25-05,Qwen3-8B,Qwen3-32B,baked_pumpkin_slices,6,2,14,7,0.500000,0.285714
2025-08-19_12-48-42,Qwen3-8B,Qwen3-32B,baked_pumpkin_slices,6,2,12,9,0.500000,0.285714
2025-08-19_13-11-49,Qwen3-8B,Qwen3-32B,baked_pumpkin_slices,1,7,6,7,0.750000,0.142857
2025-08-19_13-16-59,Qwen3-8B,Qwen3-32B,baked_pumpkin_slices,1,7,6,9,0.750000,0.142857
2025-08-19_13-24-19,Qwen3-8B,Qwen3-32B,baked_pumpkin_slices,6,2,8,20,0.500000,0.142857
2025-08-19_14-45-45,Qwen3-8B,Qwen3-4B,baked_pumpkin_slices,0,0,0,0,0.000000,0.000000
2025-08-19_14-46-17,Qwen3-8B,Qwen3-4B,baked_pumpkin_slices,2,6,4,6,0.500000,0.142857
2025-08-19_14-50-09,Qwen3-8B,Qwen3-4B,baked_pumpkin_slices,1,7,4,9,0.750000,0.142857
2025-08-19_14-55-49,Qwen3-8B,Qwen3-4B,baked_pumpkin_slices,1,7,4,7,0.750000,0.142857
2025-08-19_14-58-27,Qwen3-8B,Qwen3-4B,baked_pumpkin_slices,1,7,3,11,0.750000,0.142857
2025-08-19_15-01-52,Qwen3-8B,Qwen3-4B,baked_pumpkin_slices,1,7,6,9,0.750000,0.142857
2025-08-19_15-04-40,Qwen3-8B,Qwen3-4B,baked_pumpkin_slices,0,0,0,0,0.000000,0.000000
2025-08-19_15-05-07,Qwen3-8B,Qwen3-4B,baked_pumpkin_slices,0,0,0,0,0.000000,0.000000
2025-08-19_15-05-26,Qwen3-8B,Qwen3-4B,baked_pumpkin_slices,1,7,3,9,0.750000,0.142857
2025-08-19_15-10-12,Qwen3-8B,Qwen3-4B,baked_pumpkin_slices,0,3,2,7,1.000000,0.000000
2025-08-19_10-35-37,Qwen3-8B,Qwen3-8B,baked_pumpkin_slices,1,7,4,9,0.750000,0.142857
2025-08-19_10-41-28,Qwen3-8B,Qwen3-8B,baked_pumpkin_slices,0,3,2,17,1.000000,0.000000
2025-08-19_10-51-32,Qwen3-8B,Qwen3-8B,baked_pumpkin_slices,2,2,8,16,0.000000,0.666667
2025-08-19_11-04-42,Qwen3-8B,Qwen3-8B,baked_pumpkin_slices,1,0,1,0,1.000000,0.000000
2025-08-19_11-13-32,Qwen3-8B,Qwen3-8B,baked_pumpkin_slices,1,0,11,0,1.000000,0.000000
2025-08-19_11-25-41,Qwen3-8B,Qwen3-8B,baked_pumpkin_slices,1,7,6,13,0.750000,0.142857
2025-08-19_11-32-13,Qwen3-8B,Qwen3-8B,baked_pumpkin_slices,0,0,0,0,0.000000,0.000000
2025-08-19_11-32-54,Qwen3-8B,Qwen3-8B,baked_pumpkin_slices,7,1,12,5,0.750000,0.142857
2025-08-19_11-41-13,Qwen3-8B,Qwen3-8B,baked_pumpkin_slices,2,6,12,7,0.500000,0.285714
2025-08-19_11-46-40,Qwen3-8B,Qwen3-8B,baked_pumpkin_slices,1,0,11,0,1.000000,0.000000
