model,order,level,success_rate,time_avg,time_var,steps,mean_f1_agent_0,mean_similarity_agent_0,mean_redundancy_agent_0,std_f1_agent_0,std_similarity_agent_0,std_redundancy_agent_0,mean_f1_agent_1,mean_similarity_agent_1,mean_redundancy_agent_1,std_f1_agent_1,std_similarity_agent_1,std_redundancy_agent_1,initiate_collaboration,respond_collaboration,overall_collaboration
Qwen_Qwen3-8B_Qwen_Qwen3-4B,baked_pumpkin_slices,2,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0607419310870764,0.20000000000000004,0.03475089563074567,0.014577791263346348,2.7755575615628914e-17,0.010163036108534664,0.022975929978118162,0.030634573304157548,0.026805251641137853
Qwen_Qwen3-8B_Qwen_Qwen3-4B,boiled_sweet_potato,1,0.5,0.0,0.0,120,0.5232978202302229,0.5166666666666667,0.5416666666666666,0.48236174441186225,0.48619840486049404,0.4768967975941499,0.1918596787131305,0.7083333333333334,0.11718222323485483,0.15377788560837244,0.4310033513661917,0.10747604562239406,0.27260981912144705,0.04392764857881137,0.1582687338501292
Qwen_Qwen3-8B_Qwen_Qwen3-4B,boiled_mushroom,1,1.0,0.0,0.0,28,1.0,1.0,1.0,0.0,0.0,0.0,0.4785736503986358,1.0,0.31312405717204483,0.13299378395671452,0.0,0.10517373588165033,0.19540229885057472,0.23275862068965517,0.21408045977011494
Qwen_Qwen3-8B_Qwen_Qwen3-4B,mashed_broccoli_and_bean_patty,5,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.06251415893462159,0.07142857142857142,0.05724256368818439,0.010634545759812958,0.0,0.01613252283702767,0.01368421052631579,0.02736842105263158,0.020526315789473684
Qwen_Qwen3-8B_Qwen_Qwen3-4B,mashed_cauliflower_and_lentil_patty,5,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.05296428951057004,0.07142857142857142,0.042771938288826174,0.009565448593595493,0.0,0.014006092451259106,0.015402843601895734,0.02132701421800948,0.01836492890995261
Qwen_Qwen3-14B_Qwen_Qwen3-1.7B,baked_potato_slices,2,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.3601755844130631,0.3000000000000001,0.7965277777777777,0.0991109223962136,0.14832396974191325,0.3039819010105294,0.2229299363057325,0.08598726114649681,0.15445859872611464
Qwen_Qwen3-14B_Qwen_Qwen3-1.7B,baked_mushroom_soup,3,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.2933648991453038,0.23376623376623373,0.6730224321133412,0.08744743191981527,0.09183204950474644,0.32839444436071247,0.24475524475524477,0.12354312354312354,0.18414918414918416
Qwen_Qwen3-14B_Qwen_Qwen3-1.7B,mashed_broccoli_and_bean_patty,5,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.05707941886918814,0.03571428571428571,0.34102564102564104,0.058945602590041474,0.03571428571428571,0.44204563028096217,0.5823170731707317,0.12804878048780488,0.3551829268292683
Qwen_Qwen3-14B_Qwen_Qwen3-1.7B,sliced_bell_pepper_and_corn_stew,4,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.1928782286042625,0.15555555555555556,0.4126984126984127,0.04270006018560006,0.05443310539518173,0.30659481066865657,0.27534562211981567,0.08525345622119816,0.18029953917050692
Qwen_Qwen3-14B_Qwen_Qwen3-1.7B,mashed_potato_and_pea_patty,5,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.1666227310836757,0.10714285714285714,0.7955571117335823,0.07128819214976172,0.05455447255899809,0.29674323014066323,0.14528301886792452,0.12389937106918239,0.13459119496855346
